State,District,Taluka/Tehsil,Latitude,Longitude
None,None,B.Kodur,14.88166669590769,78.9820583281846
None,None,B.Kothakota,13.648124891540284,78.36064655117958
None,None,BABALESHWAR,16.608903911868875,75.58290718936006
None,None,BADE BACHELI,18.615819741551523,81.28128818967934
None,None,BAINDURU,13.845914872942267,74.74296028251526
None,None,BAJAG,22.67895897532055,81.44079931793935
None,None,BARGARH,23.638168435218386,83.77114584181273
None,None,BELAGAVI,15.866974651105362,74.53042973430601
None,None,BHARNO,23.18155879808675,84.81385537559194
None,None,BK Pora,33.92623610384217,74.56212425500345
None,None,BODELI,22.252319191791067,73.73217089047156
None,None,BRAHMAVARA,13.471763043409052,74.80892066381892
None,None,Baba Bakala,31.606074328207146,75.21452238635135
None,None,Babai,22.73252184392707,77.95486408166327
None,None,Babain ST,30.08329787964688,76.97613243153812
None,None,Baberu,25.544830611541688,80.7826434652795
None,None,Babra,21.879495091567453,71.25207594678363
None,None,Babubarhi,26.46191719272541,86.30303689640135
None,None,Babulgaon,20.572265196541196,78.14253101727903
None,None,Bachannapet,17.809582703862148,79.02464270332362
None,None,Bachhwara,25.573118749058274,85.8655862640885
None,None,Bachupally,17.545411051452653,78.36887256097216
None,None,Bada Malhera,24.565660488670822,79.29732407056913
None,None,Badachana,20.675083061604724,86.06114801259167
None,None,Badagada,19.64660279590948,84.38326185106702
None,None,Badamba,20.429773624649766,85.34816764948481
None,None,Badami,15.968044300403546,75.5961592126162
None,None,Badampahar,22.12299275244384,86.10257107184464
None,None,Badangi,18.493072455109562,83.39675663773393
None,None,Badarpur,24.82247367923763,92.50717132630906
None,None,Badarwas,24.959185011359953,77.56258137734481
None,None,Baddi,30.958821889530487,76.81658713506103
None,None,Bade Rajpur,20.007788735566766,81.77066635800419
None,None,Badgaon,24.720473195329234,73.65884916445907
None,None,Badgaon Dhasan,24.597815802635413,79.0151238429297
None,None,Badhra,28.52651280045551,75.96188321109977
None,None,Badi,22.964816160182917,78.09287119953747
None,None,Badkhal,28.376882228498186,77.23552629971458
None,None,Badlapur,25.8879349576638,82.42616540263927
None,None,Badli,28.573620414547882,76.8032363287264
None,None,Badmal,21.790814847339483,84.00420813273742
None,None,Badnagar,23.11839582235963,75.42992422654946
None,None,Badnapur,19.919686620873556,75.74872002158797
None,None,Badnawar,22.936102963274166,75.2186382610027
None,None,Badnor,25.842689013531082,74.33398375007299
None,None,Badod,23.795028765444975,75.878088922751
None,None,Badoda,25.472382518200305,76.66938391261658
None,None,Badoni,25.692828558594062,78.31867785448878
None,None,Badshahpur ST,28.35642664576776,77.0053384187121
None,None,Baduria,22.758098873221083,88.80670918848612
None,None,Badvel,14.712676419323072,78.99525495992768
None,None,Badwara,23.74586956500807,80.59150968354
None,None,Bagaha,27.063833614076298,84.20964775706464
None,None,Bagalkot,16.210857352957852,75.76100240334836
None,None,Baganpara (Pt),26.658023910897153,91.4548574922819
None,None,Bagasara,21.495348448637802,70.94620904218081
None,None,Bagbahra,21.004298436384268,82.38557031685953
None,None,Bagda,23.18973113867731,88.83645046546779
None,None,Bagepalli,13.781806028815751,77.93949775521624
None,None,Bageshwar,29.838613207378298,79.77836988420371
None,None,Bagha Purana,30.651000694589815,75.04554826151468
None,None,Baghbor,26.208907951999098,90.89467462163935
None,None,Baghmara,25.327030503346826,90.63011519197046
